 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  1.79999971e+00  0.00000000e+00  8.00000000e-01  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.60932183e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999413e+00  0.00000000e+00  9.56314825e-01  0.00000000e+00  9.56308486e-01  0.00000000e+00  4.14241677e-07 
 1.00000000e-13  1.00000000e-13  1.00000000e-13  1.79999972e+00  1.00000000e-13  1.79999972e+00  1.00000000e-13  1.79999973e+00  1.00000000e-13  1.79999973e+00  1.00000000e-13  1.79999974e+00  1.00000000e-13  1.79999974e+00  1.00000000e-13  1.79999972e+00  1.00000000e-13  1.79999972e+00  1.00000000e-13  1.79999973e+00  1.00000000e-13  1.79999973e+00  1.00000000e-13  1.79999974e+00  1.00000000e-13  1.79999974e+00  1.00000000e-13  8.00000000e-01  1.00000000e-13  1.00000000e+00  1.00000000e-13  1.62183056e-07  1.00000000e-13  1.80000000e-02  1.00000000e-13  1.79999423e+00  1.00000000e-13  9.56314831e-01  1.00000000e-13  9.56308491e-01  1.00000000e-13  6.25754904e-06 
 2.00000000e-13  2.00000000e-13  2.00000000e-13  1.79999972e+00  2.00000000e-13  1.79999973e+00  2.00000000e-13  1.79999974e+00  2.00000000e-13  1.79999976e+00  2.00000000e-13  1.79999977e+00  2.00000000e-13  1.79999978e+00  2.00000000e-13  1.79999972e+00  2.00000000e-13  1.79999973e+00  2.00000000e-13  1.79999974e+00  2.00000000e-13  1.79999976e+00  2.00000000e-13  1.79999977e+00  2.00000000e-13  1.79999978e+00  2.00000000e-13  8.00000000e-01  2.00000000e-13  1.00000000e+00  2.00000000e-13  1.63955502e-07  2.00000000e-13  3.60000000e-02  2.00000000e-13  1.79999437e+00  2.00000000e-13  9.56314838e-01  2.00000000e-13  9.56308498e-01  2.00000000e-13  1.19540579e-05 
 4.00000000e-13  4.00000000e-13  4.00000000e-13  1.79999974e+00  4.00000000e-13  1.79999975e+00  4.00000000e-13  1.79999978e+00  4.00000000e-13  1.79999981e+00  4.00000000e-13  1.79999984e+00  4.00000000e-13  1.79999987e+00  4.00000000e-13  1.79999974e+00  4.00000000e-13  1.79999975e+00  4.00000000e-13  1.79999978e+00  4.00000000e-13  1.79999981e+00  4.00000000e-13  1.79999984e+00  4.00000000e-13  1.79999987e+00  4.00000000e-13  8.00000000e-01  4.00000000e-13  1.00000000e+00  4.00000000e-13  1.67523117e-07  4.00000000e-13  7.20000000e-02  4.00000000e-13  1.79999468e+00  4.00000000e-13  9.56314852e-01  4.00000000e-13  9.56308513e-01  4.00000000e-13  2.17999510e-05 
 8.00000000e-13  8.00000000e-13  8.00000000e-13  1.79999976e+00  8.00000000e-13  1.79999979e+00  8.00000000e-13  1.79999984e+00  8.00000000e-13  1.79999990e+00  8.00000000e-13  1.79999995e+00  8.00000000e-13  1.79999999e+00  8.00000000e-13  1.79999976e+00  8.00000000e-13  1.79999979e+00  8.00000000e-13  1.79999984e+00  8.00000000e-13  1.79999990e+00  8.00000000e-13  1.79999995e+00  8.00000000e-13  1.79999999e+00  8.00000000e-13  8.00000000e-01  8.00000000e-13  1.00000000e+00  8.00000000e-13  1.71130978e-07  8.00000000e-13  1.44000000e-01  8.00000000e-13  1.79999515e+00  8.00000000e-13  9.56314873e-01  8.00000000e-13  9.56308534e-01  8.00000000e-13  3.57516481e-05 
 1.60000000e-12  1.60000000e-12  1.60000000e-12  1.79999977e+00  1.60000000e-12  1.79999982e+00  1.60000000e-12  1.79999987e+00  1.60000000e-12  1.79999994e+00  1.60000000e-12  1.79999999e+00  1.60000000e-12  1.80000002e+00  1.60000000e-12  1.79999977e+00  1.60000000e-12  1.79999982e+00  1.60000000e-12  1.79999987e+00  1.60000000e-12  1.79999994e+00  1.60000000e-12  1.79999999e+00  1.60000000e-12  1.80000002e+00  1.60000000e-12  8.00000000e-01  1.60000000e-12  1.00000000e+00  1.60000000e-12  1.66599612e-07  1.60000000e-12  2.88000000e-01  1.60000000e-12  1.79999536e+00  1.60000000e-12  9.56314881e-01  1.60000000e-12  9.56308542e-01  1.60000000e-12  5.01789707e-05 
 3.20000000e-12  3.20000000e-12  3.20000000e-12  1.79999975e+00  3.20000000e-12  1.79999978e+00  3.20000000e-12  1.79999980e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  1.79999975e+00  3.20000000e-12  1.79999978e+00  3.20000000e-12  1.79999980e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  1.79999981e+00  3.20000000e-12  8.00000000e-01  3.20000000e-12  1.00000000e+00  3.20000000e-12  1.54131343e-07  3.20000000e-12  5.76000000e-01  3.20000000e-12  1.79999482e+00  3.20000000e-12  9.56314850e-01  3.20000000e-12  9.56308511e-01  3.20000000e-12  5.54866618e-05 
 6.40000000e-12  6.40000000e-12  6.40000000e-12  1.79999968e+00  6.40000000e-12  1.79999965e+00  6.40000000e-12  1.79999959e+00  6.40000000e-12  1.79999953e+00  6.40000000e-12  1.79999947e+00  6.40000000e-12  1.79999942e+00  6.40000000e-12  1.79999968e+00  6.40000000e-12  1.79999965e+00  6.40000000e-12  1.79999959e+00  6.40000000e-12  1.79999953e+00  6.40000000e-12  1.79999947e+00  6.40000000e-12  1.79999942e+00  6.40000000e-12  8.00000000e-01  6.40000000e-12  1.00000000e+00  6.40000000e-12  1.52210837e-07  6.40000000e-12  1.15200000e+00  6.40000000e-12  1.79999332e+00  6.40000000e-12  9.56314782e-01  6.40000000e-12  9.56308442e-01  6.40000000e-12  5.46019060e-06 
 1.00000000e-11  1.00000000e-11  1.00000000e-11  1.79999960e+00  1.00000000e-11  1.79999952e+00  1.00000000e-11  1.79999943e+00  1.00000000e-11  1.79999935e+00  1.00000000e-11  1.79999928e+00  1.00000000e-11  1.79999925e+00  1.00000000e-11  1.79999960e+00  1.00000000e-11  1.79999952e+00  1.00000000e-11  1.79999943e+00  1.00000000e-11  1.79999935e+00  1.00000000e-11  1.79999928e+00  1.00000000e-11  1.79999925e+00  1.00000000e-11  8.00000000e-01  1.00000000e-11  1.00000000e+00  1.00000000e-11  1.60749344e-07  1.00000000e-11  1.80000000e+00  1.00000000e-11  1.79999184e+00  1.00000000e-11  9.56314734e-01  1.00000000e-11  9.56308394e-01  1.00000000e-11 -1.14370744e-04 
 1.06400000e-11  1.06400000e-11  1.06400000e-11  1.79999958e+00  1.06400000e-11  1.79999949e+00  1.06400000e-11  1.79999938e+00  1.06400000e-11  1.79999929e+00  1.06400000e-11  1.79999922e+00  1.06400000e-11  1.79999918e+00  1.06400000e-11  1.79999958e+00  1.06400000e-11  1.79999949e+00  1.06400000e-11  1.79999938e+00  1.06400000e-11  1.79999929e+00  1.06400000e-11  1.79999922e+00  1.06400000e-11  1.79999918e+00  1.06400000e-11  8.00000000e-01  1.06400000e-11  1.00000000e+00  1.06400000e-11  1.60492061e-07  1.06400000e-11  1.80000000e+00  1.06400000e-11  1.79999137e+00  1.06400000e-11  9.56314713e-01  1.06400000e-11  9.56308374e-01  1.06400000e-11 -1.52451658e-04 
